,Transcript_Num,pred_1,pred_2,pred_3
2924,2924,confident up,confident up,confident up
2925,2925,unconfident up,confident up,confident up
2926,2926,confident up,unconfident up,unconfident up
2927,2927,unconfident up,confident up,confident up
2928,2928,unconfident up,unconfident up,confident up
2929,2929,confident up,unconfident up,unconfident down
2930,2930,unconfident down,unconfident down,unconfident up
2931,2931,unconfident down,confident up,confident up
2932,2932,confident up,confident up,confident up
2933,2933,confident up,unconfident up,unconfident down
2934,2934,confident up,unconfident up,confident up
2935,2935,unconfident down,confident up,unconfident up
2936,2936,unconfident down,unconfident up,unconfident down
2937,2937,confident up,confident up,confident up
2938,2938,confident up,unconfident down,unconfident up
2939,2939,unconfident down,unconfident down,unconfident up
2940,2940,confident down,confident up,unconfident down
2941,2941,confident up,unconfident up,unconfident up
2942,2942,unconfident up,confident down,unconfident down
2943,2943,confident up,unconfident down,unconfident down
2944,2944,unconfident down,unconfident up,unconfident down
2945,2945,confident down,unconfident down,confident down
2946,2946,unconfident down,unconfident down,unconfident down
2947,2947,unconfident up,unconfident up,unconfident up
2948,2948,unconfident up,unconfident up,unconfident up
2949,2949,confident up,unconfident up,unconfident up
2950,2950,confident up,confident up,unconfident up
2951,2951,confident up,unconfident up,confident up
2952,2952,unconfident down,unconfident down,unconfident up
2953,2953,unconfident down,unconfident down,unconfident up
2954,2954,unconfident up,unconfident up,unconfident down
2955,2955,unconfident up,unconfident up,unconfident up
2956,2956,unconfident down,confident up,unconfident down
2957,2957,unconfident up,unconfident down,confident up
2958,2958,confident up,confident up,confident up
2959,2959,confident up,unconfident up,confident up
2960,2960,unconfident up,unconfident up,unconfident down
2961,2961,confident up,unconfident down,confident up
2962,2962,unconfident down,unconfident up,unconfident down
2963,2963,confident up,unconfident down,confident up
2964,2964,unconfident up,unconfident up,unconfident up
2965,2965,confident up,unconfident up,confident up
2966,2966,confident up,unconfident up,unconfident up
2967,2967,unconfident up,unconfident up,unconfident down
2968,2968,unconfident down,unconfident down,confident down
2969,2969,unconfident down,unconfident up,confident down
2970,2970,unconfident down,unconfident down,confident up
2971,2971,unconfident down,unconfident up,unconfident up
2972,2972,unconfident up,unconfident up,unconfident up
2973,2973,unconfident down,unconfident down,confident up
2974,2974,unconfident down,unconfident up,confident up
2975,2975,unconfident down,unconfident up,unconfident up
2976,2976,confident up,unconfident up,unconfident up
2977,2977,unconfident up,unconfident up,unconfident up
2978,2978,confident up,confident down,unconfident down
2979,2979,unconfident up,confident up,confident up
2980,2980,confident up,confident up,unconfident down
2981,2981,unconfident down,unconfident down,confident up
2982,2982,unconfident up,unconfident down,unconfident up
2983,2983,confident up,unconfident down,unconfident up
2984,2984,unconfident up,unconfident down,unconfident up
2985,2985,unconfident down,unconfident down,unconfident down
2986,2986,confident down,unconfident down,unconfident down
2987,2987,confident up,unconfident up,confident up
2988,2988,confident up,confident up,confident up
2989,2989,confident up,confident up,confident up
2990,2990,unconfident up,unconfident down,confident up
2991,2991,unconfident down,unconfident up,confident up
2992,2992,unconfident up,unconfident up,unconfident up
2993,2993,unconfident down,unconfident up,confident up
2994,2994,unconfident up,unconfident up,unconfident up
2995,2995,confident up,unconfident up,confident up
2996,2996,confident up,unconfident up,confident up
2997,2997,unconfident down,unconfident down,confident up
2998,2998,confident up,confident up,unconfident up
2999,2999,confident up,unconfident up,unconfident up
3000,3000,unconfident up,unconfident up,confident up
3001,3001,confident up,unconfident up,unconfident up
3002,3002,unconfident up,confident up,unconfident down
3003,3003,confident up,unconfident up,confident down
3004,3004,confident down,unconfident down,unconfident down
3005,3005,unconfident up,unconfident down,unconfident up
3006,3006,confident up,unconfident up,confident up
3007,3007,unconfident down,unconfident down,unconfident down
3008,3008,confident up,unconfident down,unconfident up
3009,3009,confident up,confident up,confident up
3010,3010,confident up,unconfident up,unconfident up
3011,3011,unconfident up,confident up,confident up
3012,3012,unconfident up,unconfident down,confident down
3013,3013,unconfident down,unconfident down,unconfident down
3014,3014,unconfident down,confident up,confident up
3015,3015,unconfident up,unconfident up,unconfident up
3016,3016,unconfident up,confident up,unconfident down
3017,3017,unconfident up,unconfident up,unconfident up
3018,3018,unconfident up,unconfident down,confident up
3019,3019,confident down,unconfident down,confident down
3020,3020,unconfident up,confident up,confident up
3021,3021,unconfident up,confident up,confident up
3022,3022,confident up,unconfident up,unconfident up
3023,3023,unconfident up,unconfident down,unconfident up
3024,3024,confident up,confident up,unconfident down
3025,3025,confident up,unconfident up,unconfident down
3026,3026,confident up,unconfident up,confident up
3027,3027,confident up,confident up,confident up
3028,3028,unconfident down,confident up,unconfident up
3029,3029,unconfident up,confident up,unconfident down
3030,3030,confident up,unconfident up,unconfident up
3031,3031,confident up,unconfident up,confident up
3032,3032,unconfident up.,unconfident down,unconfident down
3033,3033,confident down,unconfident down,confident down
3034,3034,unconfident up,unconfident down,unconfident up
3035,3035,confident up,unconfident up,confident down
3036,3036,unconfident down,unconfident down,unconfident down
3037,3037,confident up,unconfident up,unconfident down
3038,3038,confident up,confident up,confident up
3039,3039,confident up,confident up,unconfident down
3040,3040,unconfident up,confident up,confident up
3041,3041,confident down,unconfident down,unconfident down
3042,3042,unconfident up,unconfident up,unconfident down
3043,3043,unconfident up,unconfident down,unconfident down
3044,3044,unconfident up,unconfident down,unconfident up
3045,3045,confident down,confident down,unconfident down
3046,3046,unconfident up,unconfident up,unconfident down
3047,3047,unconfident up,unconfident up,confident up
3048,3048,confident up,confident up,confident up
3049,3049,confident up,unconfident up,confident up
3050,3050,unconfident up,unconfident up,unconfident up
3051,3051,unconfident up,unconfident up,unconfident down
3052,3052,confident down,unconfident down,unconfident down
3053,3053,confident up,unconfident down,unconfident up
3054,3054,unconfident up,unconfident down,unconfident down
3055,3055,unconfident up,confident down,unconfident up
3056,3056,unconfident up,unconfident up,unconfident up
3057,3057,unconfident down,confident up,confident up
3058,3058,confident down,unconfident down,unconfident down
3059,3059,unconfident down,confident up,unconfident up
3060,3060,unconfident up,confident up,unconfident up
3061,3061,confident up,confident down,unconfident up
3062,3062,unconfident down,unconfident down,unconfident down
3063,3063,confident up,confident up,confident up
3064,3064,unconfident up,confident up,confident up
3065,3065,unconfident down,confident down,confident up
3066,3066,confident up,unconfident down,unconfident up
3067,3067,confident up,confident up,confident up
3068,3068,confident up,confident down,unconfident down
3069,3069,unconfident down,confident up,confident up
3070,3070,confident up,unconfident down,confident up
3071,3071,unconfident down,unconfident down,confident down
3072,3072,confident down,unconfident down,unconfident down
3073,3073,confident up,confident up,unconfident up
3074,3074,unconfident up,confident up,confident up
3075,3075,confident down,unconfident up,unconfident down
3076,3076,unconfident down,confident up,confident down
3077,3077,confident down,confident down,unconfident up
3078,3078,unconfident up,unconfident up,unconfident up
3079,3079,confident down,confident down,unconfident up
3080,3080,unconfident up,unconfident down,confident up
3081,3081,confident up,confident up,unconfident down
3082,3082,confident down,unconfident down,unconfident down
3083,3083,confident up,unconfident up,confident up
3084,3084,unconfident down,unconfident down,confident up
3085,3085,unconfident down,unconfident down,confident down
3086,3086,unconfident up,unconfident up,confident down
3087,3087,confident down,unconfident up,unconfident up
3088,3088,unconfident down,unconfident up,unconfident up
3089,3089,unconfident up,unconfident down,confident up
3090,3090,confident up,unconfident down,confident up
3091,3091,unconfident up,unconfident up,confident up
3092,3092,unconfident down,unconfident up,confident up
3093,3093,confident down,unconfident down,unconfident up
3094,3094,confident down,unconfident down,unconfident down
3095,3095,confident up,unconfident up,unconfident up
3096,3096,unconfident up,confident up,confident down
3097,3097,unconfident down,confident up,confident down
3098,3098,unconfident down,unconfident down,confident down
3099,3099,unconfident up,unconfident up,unconfident up
3100,3100,unconfident up,unconfident up,unconfident up
3101,3101,confident up,unconfident down,unconfident down
3102,3102,unconfident up,confident up,confident up
3103,3103,confident up,confident up,confident up
3104,3104,confident up,unconfident up,confident up
3105,3105,confident up,confident up,confident up
3106,3106,confident up,confident up,confident up
3107,3107,unconfident up,unconfident down,confident down
3108,3108,confident up,confident up,unconfident up
3109,3109,confident up,unconfident down,unconfident up
3110,3110,confident up,confident up,unconfident up
3111,3111,confident up,unconfident up,confident up
3112,3112,confident up,confident up,unconfident up
3113,3113,confident up,unconfident up,unconfident up
3114,3114,unconfident up,unconfident up,unconfident down
3115,3115,unconfident up,unconfident up,unconfident up
3116,3116,unconfident down,unconfident down,unconfident down
3117,3117,unconfident up,unconfident up,confident up
3118,3118,unconfident down,confident up,confident up
3119,3119,confident up,confident up,confident up
3120,3120,unconfident up,confident down,confident down
3121,3121,unconfident down,unconfident down,unconfident down
3122,3122,confident up,unconfident up,unconfident up
3123,3123,unconfident up,confident up,confident up
3124,3124,confident up,confident up,confident up
3125,3125,unconfident up,unconfident up,unconfident down
3126,3126,unconfident down,confident up,unconfident down
3127,3127,unconfident down,confident up,unconfident down
3128,3128,unconfident up,confident up,unconfident up
3129,3129,unconfident up,confident up,confident up
3130,3130,unconfident down,unconfident down,unconfident down
3131,3131,unconfident up,unconfident down,unconfident up
3132,3132,unconfident up,confident down,confident up
3133,3133,unconfident up,confident up,confident up
3134,3134,unconfident down,unconfident up,unconfident down
3135,3135,unconfident down,confident up,confident up
3136,3136,confident up,confident up,unconfident up
3137,3137,confident up,unconfident up,confident down
3138,3138,unconfident up,unconfident up,unconfident down
3139,3139,unconfident up,confident up,confident up
3140,3140,confident up,confident up,unconfident down
3141,3141,unconfident up,confident up,unconfident up
3142,3142,confident up,confident up,confident up
3143,3143,unconfident down,unconfident down,unconfident down
3144,3144,confident up,unconfident up,unconfident down
3145,3145,unconfident down,confident up,confident up
3146,3146,unconfident down,unconfident down,unconfident down
3147,3147,unconfident up,confident up,unconfident down
3148,3148,unconfident down,confident up,confident down
3149,3149,unconfident down,confident down,confident down
3150,3150,confident up,confident up,confident up
3151,3151,unconfident up,unconfident up,unconfident down
3152,3152,unconfident down,confident up,unconfident up
3153,3153,confident down,unconfident down,unconfident down
3154,3154,confident up,confident up,unconfident down
3155,3155,confident up,confident up,unconfident up
3156,3156,confident down,unconfident up,unconfident down
3157,3157,unconfident down,unconfident down,confident up
3158,3158,confident up,unconfident down,unconfident down
3159,3159,unconfident down,confident up,unconfident up
3160,3160,confident down,unconfident down,confident up
3161,3161,confident up,unconfident up,unconfident up
3162,3162,unconfident down,unconfident up,confident up
3163,3163,confident up,unconfident down,confident up
3164,3164,confident up,confident up,confident up
3165,3165,unconfident up,unconfident up,unconfident up
3166,3166,unconfident down,unconfident up,unconfident down
3167,3167,confident up,confident up,confident up
3168,3168,unconfident up,confident up,confident down
3169,3169,unconfident up,unconfident up,confident up
3170,3170,confident down,unconfident down,confident down
3171,3171,confident up,unconfident down,confident up
3172,3172,confident up,confident up,unconfident down
3173,3173,confident up,unconfident down,unconfident up
3174,3174,confident up,confident up,confident up
3175,3175,unconfident down,unconfident up,unconfident down
3176,3176,unconfident up,unconfident down,confident up
3177,3177,confident up,unconfident up,confident up
3178,3178,unconfident down,confident up,unconfident down
3179,3179,unconfident up,unconfident up,unconfident up
3180,3180,confident up,unconfident up,unconfident up
3181,3181,confident up,confident up,unconfident up
3182,3182,confident up,confident up,confident up
3183,3183,unconfident up,unconfident up,unconfident down
3184,3184,unconfident down,unconfident down,unconfident down
3185,3185,unconfident up,confident up,unconfident up
3186,3186,confident up,confident up,unconfident up
3187,3187,unconfident up,unconfident up,unconfident up
3188,3188,unconfident down,confident down,unconfident down
3189,3189,unconfident down,confident up,unconfident down
3190,3190,unconfident up,unconfident down,unconfident up
3191,3191,confident up,confident up,unconfident up
3192,3192,confident up,confident up,confident up
3193,3193,unconfident down,unconfident up,unconfident up
3194,3194,confident up,confident up,confident up
3195,3195,unconfident up,unconfident down,confident up
3196,3196,unconfident up,confident up,unconfident up
3197,3197,confident up,unconfident up,unconfident up
3198,3198,unconfident up,unconfident down,unconfident down
3199,3199,confident up,unconfident up,unconfident up
3200,3200,"unconfident down 

",confident up,unconfident up
3201,3201,unconfident up,unconfident up,unconfident down
3202,3202,unconfident down,confident up,unconfident up
3203,3203,unconfident down,unconfident up,unconfident up
3204,3204,unconfident up,unconfident up,confident down
3205,3205,unconfident down,unconfident down,confident up
3206,3206,unconfident up,confident up,unconfident up
3207,3207,confident up,confident down,unconfident up
3208,3208,confident up,confident up,confident up
3209,3209,confident up,confident up,confident up
3210,3210,unconfident up,confident down,confident down
3211,3211,confident up,confident up,confident up
3212,3212,unconfident down,unconfident down,unconfident down
3213,3213,confident up,confident up,unconfident up
3214,3214,unconfident up,confident up,unconfident up
3215,3215,unconfident up,confident up,unconfident up
3216,3216,confident up,confident up,unconfident down
3217,3217,confident up,confident up,unconfident up
3218,3218,confident up,confident up,unconfident up
3219,3219,confident up,confident up,unconfident up
3220,3220,confident up,unconfident up,unconfident up
3221,3221,unconfident up,confident up,unconfident down
3222,3222,unconfident down,unconfident down,confident up
3223,3223,unconfident down,unconfident up,unconfident down
3224,3224,confident up,confident up,unconfident up
3225,3225,unconfident up,unconfident up,confident up
3226,3226,confident down,unconfident up,unconfident up
3227,3227,unconfident up,confident up,confident up
3228,3228,confident up,unconfident up,unconfident up
3229,3229,unconfident up,unconfident up,unconfident up
3230,3230,unconfident down,confident up,unconfident down
3231,3231,confident up,confident up,confident up
3232,3232,confident up,unconfident up,unconfident up
3233,3233,unconfident down,unconfident up,confident up
3234,3234,confident up,confident up,confident up
3235,3235,unconfident up,unconfident up,unconfident up
3236,3236,unconfident up,unconfident up,unconfident up
3237,3237,unconfident up,unconfident up,unconfident down
3238,3238,unconfident up,unconfident down,unconfident up
3239,3239,unconfident up,unconfident up,unconfident down
3240,3240,unconfident up,confident up,confident up
3241,3241,confident up,confident up,confident up
3242,3242,unconfident up,confident up,unconfident up
3243,3243,unconfident up,unconfident down,confident up
3244,3244,confident up,unconfident up,confident up
3245,3245,confident up,unconfident up,confident up
3246,3246,unconfident down,"unconfident up 

",unconfident down
3247,3247,confident up,confident up,confident up
3248,3248,unconfident down,confident up,confident up
3249,3249,unconfident up,unconfident up.,unconfident up
3250,3250,unconfident up,unconfident up,unconfident up
3251,3251,unconfident up,unconfident down,unconfident up
3252,3252,unconfident down,confident up,confident down
3253,3253,unconfident down,unconfident down,unconfident up
3254,3254,confident up,Based on the earnings call,"Based on the transcript,"
3255,3255,confident up,unconfident up,confident up
3256,3256,confident down,unconfident down,confident up
3257,3257,unconfident down,confident down,unconfident up
3258,3258,unconfident up,unconfident down,unconfident up
3259,3259,unconfident down,confident up,unconfident up
3260,3260,unconfident up,unconfident up,unconfident up
3261,3261,unconfident up,unconfident up,confident up
3262,3262,confident up,confident up,confident up
3263,3263,unconfident up,unconfident up,unconfident up
3264,3264,confident up,confident up,confident up
3265,3265,confident up,confident up,confident up
3266,3266,confident down,unconfident up,unconfident down
3267,3267,unconfident down,unconfident up,confident down
3268,3268,confident down,confident up,unconfident down
3269,3269,unconfident down,unconfident up,unconfident up
3270,3270,unconfident up,confident up,confident up
3271,3271,confident up,unconfident down,confident up
3272,3272,unconfident up,unconfident up,unconfident up
3273,3273,unconfident up,unconfident up,unconfident down
3274,3274,confident up,unconfident down,confident up
3275,3275,confident down,unconfident up,unconfident down
3276,3276,confident up,confident up,confident up
3277,3277,unconfident up,confident up,unconfident down
3278,3278,confident up,unconfident up,confident up
3279,3279,confident up,unconfident down,confident up
3280,3280,confident down,unconfident down,unconfident down
3281,3281,unconfident up,unconfident up,unconfident up
3282,3282,confident up,confident up,confident up
3283,3283,confident up,unconfident up,unconfident up
3284,3284,confident up,unconfident up,unconfident up
3285,3285,unconfident down,unconfident down,unconfident down
3286,3286,confident up,unconfident down,unconfident down
3287,3287,confident up,confident up,confident up
3288,3288,confident down,confident down,unconfident down
3289,3289,confident up,confident up,confident up
3290,3290,unconfident up,confident up,confident up
3291,3291,confident up,unconfident up,confident up
3292,3292,unconfident up,unconfident down,unconfident down
3293,3293,confident up,confident up,confident up
3294,3294,confident up,confident up,unconfident up
3295,3295,unconfident up,unconfident up,unconfident up
3296,3296,confident up,unconfident up,unconfident up
3297,3297,unconfident up,confident up,confident up
3298,3298,confident up,confident up,unconfident up
3299,3299,unconfident up,confident up,confident up
3300,3300,confident up,unconfident up,unconfident up
3301,3301,confident up,confident up,unconfident down
3302,3302,unconfident up,unconfident up,unconfident up
3303,3303,unconfident up,unconfident up,confident up
3304,3304,unconfident up,unconfident up,unconfident down
3305,3305,confident up,unconfident up,confident up
3306,3306,confident down,confident down,confident up
3307,3307,confident up,unconfident up,confident up
3308,3308,unconfident up,unconfident down,confident up
3309,3309,unconfident up,confident up,confident up
3310,3310,unconfident up,unconfident down,unconfident up
3311,3311,unconfident down,confident up,unconfident up
3312,3312,unconfident up,confident up,unconfident up
3313,3313,unconfident down,unconfident down,unconfident down
3314,3314,confident up,confident up,unconfident up
3315,3315,unconfident up,confident up,unconfident up
3316,3316,confident up,unconfident up,unconfident up
3317,3317,confident up,confident up,confident up
3318,3318,unconfident down,unconfident down,unconfident down
3319,3319,unconfident up,unconfident down,confident up
3320,3320,unconfident up,unconfident up,unconfident up
3321,3321,confident up,confident up,confident up
3322,3322,confident up,confident up,confident up
3323,3323,confident up,confident up,confident up
3324,3324,unconfident down,unconfident down,unconfident down
3325,3325,confident up,confident up,unconfident up
3326,3326,confident down,confident down,unconfident down
3327,3327,confident up,confident up,unconfident down
3328,3328,unconfident up,unconfident up,confident up
3329,3329,unconfident down,confident up,unconfident down
3330,3330,unconfident up,unconfident up,unconfident down
3331,3331,unconfident up,confident up,confident up
3332,3332,confident up,confident down,confident down
3333,3333,confident up,unconfident down,unconfident down
3334,3334,unconfident down,confident up,confident up
3335,3335,confident up,unconfident up,confident up
3336,3336,unconfident down,unconfident down,unconfident down
3337,3337,unconfident up,unconfident down,unconfident down
3338,3338,unconfident down,unconfident down,unconfident down
3339,3339,confident up,confident up,confident up
3340,3340,unconfident down,unconfident down,unconfident up
3341,3341,confident up,unconfident up,confident up
3342,3342,confident up,confident up,confident down
3343,3343,unconfident up,confident up,confident up
3344,3344,unconfident up,unconfident up,confident up
3345,3345,confident up,confident up,unconfident up
3346,3346,confident up,confident up,unconfident up
3347,3347,confident up,unconfident down,unconfident up
3348,3348,unconfident up,unconfident down,confident up
3349,3349,unconfident up,unconfident up,confident up
3350,3350,confident up,confident up,unconfident up
3351,3351,unconfident up,unconfident up,unconfident up
3352,3352,confident up,unconfident down,confident up
3353,3353,unconfident up,unconfident down,unconfident up
3354,3354,unconfident up,unconfident up,confident up
3355,3355,confident up,confident up,confident up
3356,3356,unconfident up,confident up,unconfident up
3357,3357,unconfident down,unconfident up,confident up
3358,3358,confident up,confident up,unconfident up
3359,3359,confident up,unconfident up,unconfident up
3360,3360,confident down,confident up,confident up
3361,3361,confident up,unconfident down,confident down
3362,3362,unconfident down,confident up,confident up
3363,3363,unconfident down,confident up,unconfident down
3364,3364,unconfident up,confident up,confident up
3365,3365,confident up,unconfident up,unconfident up
3366,3366,unconfident up,confident up,confident up
3367,3367,unconfident up,unconfident up,confident up
3368,3368,confident down,confident down,unconfident down
3369,3369,unconfident up,unconfident up,unconfident up
3370,3370,confident up,confident up,confident up
3371,3371,confident down,unconfident up,unconfident down
3372,3372,confident up,unconfident up,confident up
3373,3373,confident up,unconfident up,confident up
3374,3374,unconfident down,confident up,confident down
3375,3375,confident up,unconfident up,confident up
3376,3376,confident up,unconfident down,unconfident up
3377,3377,confident up,unconfident up,unconfident down
3378,3378,unconfident up,unconfident up,unconfident down
3379,3379,unconfident down,unconfident down,confident up
3380,3380,unconfident down,confident down,confident up
3381,3381,confident up,confident up,unconfident up
3382,3382,confident up,unconfident up,confident up
3383,3383,confident down,confident down,unconfident down
3384,3384,confident up,unconfident down,unconfident up
3385,3385,unconfident down,unconfident down,unconfident up
3386,3386,unconfident up,confident up,unconfident up
3387,3387,unconfident down,unconfident down,unconfident down
3388,3388,confident up,confident up,unconfident down
3389,3389,unconfident down,unconfident down,confident down
3390,3390,unconfident up,confident up,confident down
3391,3391,confident up,confident up,confident up
3392,3392,confident up,unconfident up,unconfident up
3393,3393,unconfident up,unconfident up,confident up
3394,3394,unconfident down,confident up,unconfident up
3395,3395,unconfident up,confident up,confident up
3396,3396,confident up,confident up,confident up
3397,3397,unconfident up,confident up,confident up
3398,3398,confident up,confident up,confident up
3399,3399,confident up,confident up,unconfident up
3400,3400,unconfident down,confident up,confident up
3401,3401,unconfident down,confident up,confident up
3402,3402,unconfident up,unconfident up,confident up
3403,3403,unconfident up,unconfident up,confident up
3404,3404,confident up,confident up,confident up
3405,3405,unconfident up,unconfident up,unconfident up
3406,3406,unconfident down,confident up,unconfident down
3407,3407,unconfident down,unconfident down,unconfident up
3408,3408,confident up,unconfident up,confident up
3409,3409,confident up,confident up,unconfident up
3410,3410,confident up,confident up,confident up
3411,3411,confident up,confident up,unconfident down
3412,3412,confident up,confident up,confident up
3413,3413,unconfident up,unconfident up,unconfident up
3414,3414,confident up,confident up,confident up
3415,3415,confident up,confident up,unconfident up
3416,3416,unconfident up,confident up,unconfident up
3417,3417,unconfident up,unconfident up,unconfident down
3418,3418,confident down,unconfident down,unconfident down
3419,3419,confident up,unconfident down,unconfident up
3420,3420,confident up,unconfident down,unconfident up
3421,3421,unconfident down,unconfident up,confident up
3422,3422,confident up,confident up,confident up
3423,3423,unconfident down,unconfident up,unconfident up
3424,3424,confident up,confident up,unconfident up
3425,3425,unconfident up,confident up,unconfident down
3426,3426,unconfident up,unconfident up,unconfident up
3427,3427,confident up,unconfident down,confident up
3428,3428,unconfident down,unconfident down,confident down
3429,3429,unconfident down,unconfident down,unconfident down
3430,3430,confident up,confident up,confident up
3431,3431,confident up,confident up,confident up
3432,3432,confident down,unconfident down,unconfident down
3433,3433,confident up,confident up,unconfident up
3434,3434,unconfident down,confident up,unconfident up
3435,3435,unconfident down,confident down,unconfident down
3436,3436,unconfident up,unconfident up,confident up
3437,3437,unconfident up,confident up,unconfident up
3438,3438,confident down,unconfident up,unconfident up
3439,3439,unconfident up,unconfident up,confident up
3440,3440,confident up,unconfident down,confident up
3441,3441,confident up,unconfident up,unconfident down
3442,3442,unconfident up,unconfident up,unconfident up
3443,3443,confident up,confident up,unconfident up
3444,3444,confident up,confident up,confident up
3445,3445,confident up,unconfident down,unconfident up
3446,3446,confident down,unconfident up,confident down
3447,3447,confident up,confident up,unconfident down
3448,3448,confident up,unconfident down,unconfident up
3449,3449,unconfident up,unconfident down,unconfident down
3450,3450,confident up,confident up,confident up
3451,3451,unconfident down,unconfident up,unconfident down
3452,3452,unconfident down,unconfident down,unconfident up
3453,3453,unconfident up,unconfident down,unconfident down
3454,3454,confident down,unconfident down,unconfident down
3455,3455,unconfident up,confident up,unconfident up
3456,3456,confident up,confident up,confident up
3457,3457,unconfident up,unconfident up,confident up
3458,3458,unconfident down,unconfident down,unconfident down
3459,3459,confident up,unconfident up,unconfident up
3460,3460,unconfident up,confident up,confident up
3461,3461,unconfident up,confident up,unconfident up
3462,3462,unconfident down,unconfident up,unconfident up
3463,3463,confident up,unconfident up,unconfident down
3464,3464,unconfident up,unconfident up,confident up
3465,3465,unconfident down,unconfident up,confident up
3466,3466,unconfident down,unconfident up,unconfident up
3467,3467,confident down,unconfident down,unconfident down
3468,3468,unconfident up,confident up,confident up
3469,3469,unconfident down,confident up,unconfident down
3470,3470,unconfident up,unconfident up,unconfident up
3471,3471,confident up,confident up,unconfident down
3472,3472,confident up,confident up,confident up
3473,3473,unconfident down,unconfident up,unconfident down
3474,3474,confident down,confident up,unconfident up
3475,3475,"unconfident down

",unconfident down,unconfident up
3476,3476,confident up,unconfident up,confident up
3477,3477,confident up,confident up,confident up
3478,3478,confident up,confident up,confident up
3479,3479,confident up,unconfident up,confident up
3480,3480,confident up,confident up,confident up
3481,3481,unconfident up,confident up,confident up
3482,3482,unconfident up,unconfident up,confident up
3483,3483,confident up,confident down,unconfident down
3484,3484,unconfident up,unconfident up,confident down
3485,3485,unconfident down,confident up,confident up
3486,3486,confident up,unconfident up,confident up
3487,3487,confident down,unconfident up,unconfident down
3488,3488,unconfident down,confident down,unconfident down
3489,3489,unconfident up,unconfident up,unconfident up
3490,3490,unconfident up,unconfident down,confident up
3491,3491,unconfident up,unconfident up,confident up
3492,3492,unconfident up,unconfident up,unconfident down
3493,3493,confident up,unconfident down,confident up
3494,3494,unconfident down,confident up,confident up
3495,3495,unconfident down,unconfident down,unconfident down
3496,3496,confident up,confident up,confident up
3497,3497,confident up,unconfident up,unconfident down
3498,3498,confident up,confident up,unconfident up
3499,3499,unconfident up,unconfident up,confident up
3500,3500,confident up,confident up,confident down
3501,3501,unconfident up,confident up,unconfident down
3502,3502,confident down,confident up,confident up
3503,3503,unconfident down,unconfident down,unconfident down
3504,3504,unconfident up,unconfident up,unconfident down
3505,3505,unconfident down,unconfident down,unconfident down
3506,3506,unconfident up,unconfident up,unconfident up
3507,3507,unconfident down,unconfident up,confident down
3508,3508,confident up,confident up,confident up
3509,3509,confident up,confident up,unconfident up
3510,3510,unconfident down,unconfident down,unconfident up
3511,3511,confident up,confident up,unconfident up
3512,3512,confident up,unconfident up,confident up
3513,3513,confident up,unconfident down,"unconfident up 

"
3514,3514,confident up,unconfident down,unconfident up
3515,3515,unconfident up,unconfident down,unconfident down
3516,3516,confident down,unconfident down,unconfident up
3517,3517,unconfident up,confident up,confident up
3518,3518,unconfident down,confident up,confident up
3519,3519,unconfident down,unconfident up,unconfident down
3520,3520,confident up,unconfident down,confident up
3521,3521,unconfident down,unconfident up,confident up
3522,3522,confident up,unconfident up,confident up
3523,3523,unconfident up,confident up,confident up
3524,3524,unconfident up,unconfident down,unconfident down
3525,3525,unconfident up,unconfident down,unconfident down
3526,3526,unconfident down,confident up,unconfident up
3527,3527,unconfident up,unconfident up,unconfident up
3528,3528,unconfident up,confident up,unconfident up
3529,3529,unconfident up,confident up,unconfident down
3530,3530,unconfident up,unconfident up,confident up
3531,3531,confident up,confident up,unconfident up
3532,3532,unconfident up,confident up,unconfident down
3533,3533,unconfident down,unconfident down,unconfident up
3534,3534,unconfident up,unconfident down,unconfident up
3535,3535,unconfident up,confident up,unconfident up
3536,3536,unconfident down,unconfident up,unconfident up
3537,3537,unconfident up,unconfident down,confident up
3538,3538,unconfident down,confident up,confident up
3539,3539,confident up,unconfident down,unconfident down
3540,3540,unconfident up,unconfident up,unconfident up
3541,3541,confident up,confident up,unconfident up
3542,3542,confident up,unconfident up,unconfident up
3543,3543,unconfident down,unconfident down,confident down
3544,3544,unconfident up,unconfident up,unconfident down
3545,3545,unconfident down,unconfident down,unconfident down
3546,3546,confident up,unconfident up,unconfident up
3547,3547,unconfident up,unconfident up,unconfident up
3548,3548,unconfident down,unconfident down,unconfident down
3549,3549,unconfident up,unconfident up,unconfident up
3550,3550,unconfident up,confident up,confident up
3551,3551,unconfident down,unconfident up,unconfident down
3552,3552,unconfident down,unconfident down,unconfident down
3553,3553,unconfident down,unconfident down,unconfident down
3554,3554,unconfident down,unconfident up,unconfident up
3555,3555,confident up,unconfident up,confident up
3556,3556,confident up,unconfident up,unconfident down
3557,3557,confident up,unconfident up,confident up
3558,3558,unconfident up,unconfident up,unconfident up
3559,3559,confident up,unconfident up,confident up
3560,3560,confident up,unconfident down,unconfident up
3561,3561,unconfident down,confident up,unconfident down
3562,3562,unconfident up,unconfident up,confident up
3563,3563,unconfident up,confident up,confident up
3564,3564,unconfident up,confident up,unconfident up
3565,3565,unconfident up,confident up,confident up
3566,3566,confident up,unconfident up,unconfident down
3567,3567,unconfident up,confident up,confident up
3568,3568,confident up,unconfident down,confident up
3569,3569,unconfident up,unconfident up,unconfident down
3570,3570,unconfident up,confident up,unconfident up
3571,3571,confident up,confident up,unconfident up
3572,3572,confident up,unconfident down,unconfident up
3573,3573,unconfident up,unconfident down,unconfident up
